# LANN Airfoil 6
1.00000e+00 7.80000e-03
9.99760e-01 7.87100e-03
9.99022e-01 8.02500e-03
9.97788e-01 8.26000e-03
9.96061e-01 8.57800e-03
9.93844e-01 8.97900e-03
9.91141e-01 9.46400e-03
9.87955e-01 1.00320e-02
9.84289e-01 1.06840e-02
9.80146e-01 1.14210e-02
9.75528e-01 1.22430e-02
9.70441e-01 1.31500e-02
9.64888e-01 1.41390e-02
9.58877e-01 1.52100e-02
9.52413e-01 1.63600e-02
9.45503e-01 1.75860e-02
9.38153e-01 1.88860e-02
9.30370e-01 2.02560e-02
9.22163e-01 2.16900e-02
9.13540e-01 2.31840e-02
9.04508e-01 2.47310e-02
8.95077e-01 2.63270e-02
8.85256e-01 2.79700e-02
8.75055e-01 2.96540e-02
8.64484e-01 3.13780e-02
8.53553e-01 3.31370e-02
8.42273e-01 3.49270e-02
8.30655e-01 3.67310e-02
8.18711e-01 3.85310e-02
8.06453e-01 4.03080e-02
7.93893e-01 4.20450e-02
7.81042e-01 4.37230e-02
7.67913e-01 4.53360e-02
7.54520e-01 4.68760e-02
7.40877e-01 4.83370e-02
7.26995e-01 4.97100e-02
7.12890e-01 5.09930e-02
6.98574e-01 5.21890e-02
6.84062e-01 5.33030e-02
6.69369e-01 5.43410e-02
6.54508e-01 5.53100e-02
6.39495e-01 5.62150e-02
6.24345e-01 5.70580e-02
6.09071e-01 5.78400e-02
5.93691e-01 5.85630e-02
5.78217e-01 5.92290e-02
5.62667e-01 5.98370e-02
5.47054e-01 6.03840e-02
5.31395e-01 6.08640e-02
5.15705e-01 6.12700e-02
5.00000e-01 6.15980e-02
4.84295e-01 6.18440e-02
4.68605e-01 6.20110e-02
4.52946e-01 6.21070e-02
4.37333e-01 6.21380e-02
4.21783e-01 6.21100e-02
4.06309e-01 6.20280e-02
3.90929e-01 6.18920e-02
3.75655e-01 6.16980e-02
3.60505e-01 6.14450e-02
3.45492e-01 6.11300e-02
3.30631e-01 6.07520e-02
3.15938e-01 6.03100e-02
3.01426e-01 5.98030e-02
2.87110e-01 5.92330e-02
2.73005e-01 5.85980e-02
2.59123e-01 5.78990e-02
2.45480e-01 5.71370e-02
2.32087e-01 5.63100e-02
2.18958e-01 5.54200e-02
2.06107e-01 5.44670e-02
1.93547e-01 5.34500e-02
1.81288e-01 5.23700e-02
1.69345e-01 5.12270e-02
1.57727e-01 5.00190e-02
1.46447e-01 4.87470e-02
1.35516e-01 4.74110e-02
1.24945e-01 4.60140e-02
1.14744e-01 4.45590e-02
1.04923e-01 4.30510e-02
9.54920e-02 4.14930e-02
8.64600e-02 3.98870e-02
7.78370e-02 3.82250e-02
6.96300e-02 3.64980e-02
6.18470e-02 3.46940e-02
5.44970e-02 3.28060e-02
4.75870e-02 3.08230e-02
4.11230e-02 2.87440e-02
3.51120e-02 2.65660e-02
2.95600e-02 2.42880e-02
2.44720e-02 2.19080e-02
1.98530e-02 1.94270e-02
1.57090e-02 1.68470e-02
1.20420e-02 1.41750e-02
8.85700e-03 1.14150e-02
6.15600e-03 8.57200e-03
3.94300e-03 5.65800e-03
2.22000e-03 2.71300e-03
9.87000e-04 -2.18000e-04
2.47000e-04 -3.08700e-03
0.00000e+00 -5.85000e-03
2.47000e-04 -8.46900e-03
9.87000e-04 -1.09500e-02
2.22000e-03 -1.33060e-02
3.94300e-03 -1.55530e-02
6.15600e-03 -1.77040e-02
8.85700e-03 -1.97710e-02
1.20420e-02 -2.17540e-02
1.57090e-02 -2.36490e-02
1.98530e-02 -2.54510e-02
2.44720e-02 -2.71560e-02
2.95600e-02 -2.87660e-02
3.51120e-02 -3.02920e-02
4.11230e-02 -3.17540e-02
4.75870e-02 -3.31690e-02
5.44970e-02 -3.45540e-02
6.18470e-02 -3.59250e-02
6.96300e-02 -3.72870e-02
7.78370e-02 -3.86390e-02
8.64600e-02 -3.99850e-02
9.54920e-02 -4.13250e-02
1.04923e-01 -4.26600e-02
1.14744e-01 -4.39850e-02
1.24945e-01 -4.52930e-02
1.35516e-01 -4.65800e-02
1.46447e-01 -4.78380e-02
1.57727e-01 -4.90610e-02
1.69345e-01 -5.02410e-02
1.81288e-01 -5.13710e-02
1.93547e-01 -5.24430e-02
2.06107e-01 -5.34480e-02
2.18958e-01 -5.43790e-02
2.32087e-01 -5.52310e-02
2.45480e-01 -5.59990e-02
2.59123e-01 -5.66770e-02
2.73005e-01 -5.72600e-02
2.87110e-01 -5.77450e-02
3.01426e-01 -5.81300e-02
3.15938e-01 -5.84150e-02
3.30631e-01 -5.85990e-02
3.45492e-01 -5.86830e-02
3.60505e-01 -5.86640e-02
3.75655e-01 -5.85310e-02
3.90929e-01 -5.82700e-02
4.06309e-01 -5.78690e-02
4.21783e-01 -5.73120e-02
4.37333e-01 -5.65900e-02
4.52946e-01 -5.56950e-02
4.68605e-01 -5.46220e-02
4.84295e-01 -5.33680e-02
5.00000e-01 -5.19280e-02
5.15705e-01 -5.02980e-02
5.31395e-01 -4.84840e-02
5.47054e-01 -4.64940e-02
5.62667e-01 -4.43350e-02
5.78217e-01 -4.20140e-02
5.93691e-01 -3.95430e-02
6.09071e-01 -3.69530e-02
6.24345e-01 -3.42770e-02
6.39495e-01 -3.15510e-02
6.54508e-01 -2.88070e-02
6.69369e-01 -2.60780e-02
6.84062e-01 -2.33780e-02
6.98574e-01 -2.07180e-02
7.12890e-01 -1.81080e-02
7.26995e-01 -1.55600e-02
7.40877e-01 -1.30840e-02
7.54520e-01 -1.06930e-02
7.67913e-01 -8.39800e-03
7.81042e-01 -6.21300e-03
7.93893e-01 -4.15000e-03
8.06453e-01 -2.21900e-03
8.18711e-01 -4.29000e-04
8.30655e-01 1.21200e-03
8.42273e-01 2.69600e-03
8.53553e-01 4.01600e-03
8.64484e-01 5.16700e-03
8.75055e-01 6.15200e-03
8.85256e-01 6.97800e-03
8.95077e-01 7.65200e-03
9.04508e-01 8.17900e-03
9.13540e-01 8.56900e-03
9.22163e-01 8.83200e-03
9.30370e-01 8.98400e-03
9.38153e-01 9.03900e-03
9.45503e-01 9.01100e-03
9.52413e-01 8.91300e-03
9.58877e-01 8.75400e-03
9.64888e-01 8.54300e-03
9.70441e-01 8.29000e-03
9.75528e-01 8.00100e-03
9.80146e-01 7.68700e-03
9.84289e-01 7.36100e-03
9.87955e-01 7.03500e-03
9.91141e-01 6.72200e-03
9.93844e-01 6.43800e-03
9.96061e-01 6.19300e-03
9.97788e-01 6.00300e-03
9.99022e-01 5.88000e-03
9.99760e-01 5.83800e-03
1.00000e+00 5.89000e-03
